DS_TEST_ID,TestDescription
100,"Connect to the ""Lee"" site using the URL (qa.lee.com)The site should be connected and the Homepage should be displayedAdd 2 products to cart as a guest user and click on ""Cart(x)"" link as a  guest userFull cart page should be displayed with all the products in itClick on ""SECURE CHECKOUT"" button""SHIPPING INFORMATION"" page should be displayedEnter valid shipping address and select shipping method and click on  ""CONTINUE TO BILLING"" buttonPayment information page should be displayed.Click on ""Edit"" linkShipping information page should be displayedClick on ""CONTINUE TO BILLING"" buttonPayment information page should be displayed.Enter the valid credit card number  and submitCredit card details should be entered successfullyClick on ""PLACE ORDER"" buttonOrder should be placed successfully and user should receive order  submission emailRepeat steps Step 2 to Step 8 in same browser sessionCustomer should be able to place order without any failures.Verify order confirmation page (zip code should not be displayed as link)Order confirmation page should be displayed. Zip code should not be  displayed as link."
101,"Connect to qa.lee.comLee site should be connected and homepage must be displayedEnter ""jeans"" in search box  Note: BR Auto-suggestion is enabled as part of VFDP-28577 (Rel-4.15)Suggestions should be displayed.Verify that the magnifying glass is not displayed for each suggestionMagnifying glass should not be displayed for each suggestionVerify whether only one suggestion is displayed per lineOnly one suggestion should be displayed per lineVerify that the double lines are not displayed between suggested keywordsDouble lines should not be displayed between suggested keywordsVerify whether the ""FEATURED PRODUCTS"" headline is present above products  in suggestion ""FEATURED PRODUCTS"" headline should be present above products in  suggestionVerify whether the font size is reducedFont size should be reducedVerify whether the Product price is displayed in product suggestionsProduct price should not be displayed in Product suggestionsVerify whether the product images are blurryProduct images in suggestions should not be blurredVerify whether the case of the search word matches with the case of word in  Product tileCase of the search word should match with the case of word in Product tile"
102,"Connect to the ""Lee"" site using the URL (qa.Lee.com)The site should be connected and the Homepage should be displayedNavigate to product listing page by clicking on any sub category in Men's  categoryProduct listing page should be displayed.Click on product image to navigate to product detail pageProduct detail page should be displayed with below details:      * Bread crumb (Shop / Mens / Category / Jeans /Modern Series Straight       Leg Jean)     * Shop / Mens / Category / Jeans - link      * Product Image - large view Thumbnail view of images     * Product name and Product price      * Rating & Reviews      * Color (product color based on swatch selected)      * Fabric      * Swatches - thumbnail images of different colored products     * Size - Selection box     * Size Help - Button     * Length - Selection box      * Quantity - Text box      * ADD TO CART - button      * Add to Wish List - link(enabled only when size and length is       selected)     * Details- text (product details)      * Product Reviews - (Be the first to write a Review - if there are no       review for the product)Select the Size and Length from the Selection boxSize and Length should be selected successfullyEnter the quantity as ""1"" and Click on ""ADD TO CART"" buttonProduct with quantity 1 should be added to cart successfully. Product count  in cart icon should be increased and top nav minicart should be displayed.Click on ""Cart"" link in header.Product with quantity ""1"" should be displayed in shopping cart page. Click on product name for the previously added product in shopping cart  page.PDP should be displayed.Again select same size, length, color swatch and enter quantity as ""1"" and  add product to cart.Product should get added to cart.Click on ""Cart"" link in header.Shopping cart page should be displayed with product details.Verify quantity displayed for previously added product should be ""2"" .Quantity displayed for previously added product should be ""2"" this time.   Note : Quantity should increase for the same product in shopping cart page.   Refer VFDP-26055"
103,"Open site qa.lee.com  Home page should displayed.Navigate to PLP page as guest user.  PLP page should be displayed.   Click on ""Sign in"" link in utility navigation  Sign in screen popup should be displayed  Enter invalid user login details click on ""SIGN IN""  Error message should be displayed and user should be retained in SIGN IN  screenEnter valid user login details click on ""SIGN IN""  User should be logged in successfully and he should be retained in PLP  Page.1.Add product to cart as a customer and click on ""Sign Out"" link and user  should be signed out successfully. 2.Navigate to PLP page as an guest user and product to cart and navigate to  PLP page 3.Click on ""Sign in"" link in utility navigation  Sign in screen should be displayedEnter the valid credentials (customer should have products in cart) and  sign in  User should be signed in and navigated to shopping cart page with the  message ""Items have been added to your cart from your last visit"" and merge  the cart.Navigate to PDP page as guest user.  PDP page should be displayed.Click on ""Sign in"" link in utility navigation  Sign in screen popup should be displayedEnter invalid user login details click on ""SIGN IN""  Error message should be displayed and user should be retained in SIGN IN  screenEnter valid user login details click on ""SIGN IN""  User should be logged in successfully and he should be retained in PDP  Page.1Add product to cart as a customer and click on ""Sign Out"" link and user  should be signed out successfully. 2Navigate to PDP page as an guest user. 3Click on ""Sign in"" link in utility navigation  Sign in screen popup should be displayedEnter the valid credentials (customer should have products in cart) and  sign in  User should be signed in and navigated to shopping cart page with the  message ""Items have been added to your cart from your last visit"" and merge  the cart.Add product to cart and navigate to shopping cart page  Shopping cart page should be displayed.Click on ""Sign in"" link in utility navigation  Sign in screen popup should be displayedEnter invalid user login details click on ""SIGN IN""  Error message should be displayed and user should be retained in SIGN IN  screenEnter valid user login details click on ""SIGN IN""  User should be logged in successfully and he should be retained in shopping  cart page1.Add product to cart as a customer and click on ""Sign Out"" link and user  should be signed out successfully. 2.Navigate to shopping cart page as an guest user and add product to cart 3.Naviaget to shopping cart page and Click on ""Sign in"" link in utility  navigation  Sign in screen should be displayedEnter the valid credentials (customer should have products in cart) and  sign in  User should be signed in and navigated to shopping cart page with the  message ""Items have been added to your cart from your last visit"" and merge  the cart.Add product to cart and navigate to shopping cart page  Shopping cart page should be displayed.Navigate to shipping information page. In shipping page Click on ""Sign in""  button  Sign in hop up screen should be displayed for user to login   Enter the valid credentials and sign in  User should be signed in and retained on shipping information page"
104,"Connect to the ""Lee"" site using the URL (qa.Lee.com)The site should be connected and the Homepage should be displayedLogin into the site with proper credentialsUser should be logged into site successfully.Add 2 products to cart and navigate to full cart page.Full cart page should be displayed with all the products in itClick on ""SECURE CHECKOUT"" button""SHIPPING INFORMATION"" page should be displayedEnter valid shipping address and select shipping method as ""Express"" and  click on ""CONTINUE TO BILLING"" buttonPayment information page should be displayed.Enter the invalid VISA / MASTER credit card details, use invalid expiration  day or in valid credit card number and try to place order for 5 times with  invalid card number/expiration day.Validation message should displayed for first 4 attempt and after 5th  attempt  you should get 'Captcha' shows up under credit card form.Verify ""Please verify you are not a robot by checking the box."" text is  displayed in screen next to Captcha box.""Please verify you are not a robot by checking the box."" text should be  displayed in screen next to Captcha box.Finish captcha images selection and enter valid credit card informationThen Captcha validated successfully with valid credit card details.Click on ""Place Order"" buttonOrder should be place successfully and customer should receive the order  confirmation emailClick on ""Sign Out"" LinkUser must be logged out successfullyRepeat the steps from 3 to 9Expected result is observed and Guest user must be able to verify captcha  selection successfully"
105,"Open qa.lee.comHome page should open successfully   1. Click ""My Account"" link in Home page    2. Keep the Username and Password fields blank and press Signin    3. Validate able to sign in successfully with valid credential    4. Verify that the resulting URL is identical to the original URL prior       to the log-in request.    5. Sign out1. User should be navigated to Sign in screen 2. Error message should be displayed 3. Able to sign in successfully and navigated back to home page 4.Unwanted parameters (e.g. krypto) should not be present. 5. Able to sign out successfullyNavigate to PLP as  a guest user.PLP should be displayed.   1. Click ""My Account"" link in PLP page    2. Keep the Username and Password fields blank and press Signin    3. Validate able to sign in successfully with valid credential    4. Verify that the resulting URL is identical to the original URL prior       to the log-in request.    5. Sign out1. User should be navigated to Sign in screen 2. Error message should be displayed 3. Able to sign in successfully and navigated back to PLP page 4.Unwanted parameters (e.g. krypto) should not be present. 5. Able to sign out successfullyNavigate to PDP as a guest user.PDP should be displayed.    * Click ""My Account"" link in PDP page     * Keep the Username and Password fields blank and press Signin     * Validate able to sign in successfully with valid credential     * Verify that the resulting URL is identical to the original URL prior       to the log-in request.     * Sign out1. User should be navigated to Sign in screen 2. Error message should be displayed 3. Able to sign in successfully and navigated back to PDP page 4.Unwanted parameters (e.g. krypto) should not be present. 5. Able to sign out successfullyAdd some products to cart and navigate to Shopping Cart page.Shopping Cart page should be displayed.   1. Click ""My Account"" link in Shopping cart page    2. Keep the Username and Password fields blank and press Signin    3. Validate able to sign in successfully with valid credential    4. Verify that the resulting URL is identical to the original URL prior       to the log-in request.    5. Sign out1. User should be navigated to Sign in screen 2. Error message should be displayed 3. Able to sign in successfully and navigated back to shopping cart page 4.Unwanted parameters (e.g. krypto) should not be present. 5. Able to sign out successfullyNavigate to Shipping page.Shipping page should be displayed.   1. Click ""My Account"" link in Shipping information page    2. Keep the Username and Password fields blank and press Signin    3. Validate able to sign in successfully with valid credential    4. Verify that the resulting URL is identical to the original URL prior       to the log-in request.    5. Sign out1. User should be navigated to Sign in screen 2. Error message should be displayed 3. Able to sign in successfully and navigated back to shipping page 4.Unwanted parameters (e.g. krypto) should not be present. 5. Able to sign out successfully"
106,Connect to the Lee good site map webpage The good site map should open successfullyVerify whether all CMS front end URLs are displayingAll Lee CMS front end URLs should displayVerify all the CMS URLs displayed are in good sitemap formatAll the CMS URLs should be displayed in good sitemap formatVerify whether CMS URLs displayed are proper without any extra charactersThe CMS URLs displayed should not have any extra/invalid/special characters
107,"Connect to the ""Lee"" site using the URL (qa.lee.com)The site should be connected and the Homepage should be displayedAdd item to cart and checkout Item should be successfully added and shipping page should loadedClick on login button in shipping pageLogin modal loaded with Email address,Password,forgot password link and  click on F12 or view source codeVerify PII attribute is added to below fields in logon form     * Email(on the <input> element)     * Password(on the <input> element)PII attribute is added to below fields     * Email(on the <input> element)     * Password(on the <input> element) Note: Input value should be vfc-piiClick on ""Forgot Password"" link in the login pageReset password page should open with Email address text boxVerify PII attribute is added to below fields in forgot password form     * Email(on the <input> element)PII attribute is added to below fields     * Email(on the <input> element)Enter Shipping address and continue to billingBilling page should loaded Enter credit card details and place an order Order should get placed successfully and register button should displayed  in order confirmation page.View source code Verify PII attribute is added to below fields in  registration form     * Password filed(on the <input> element)PII attribute is added to below fields     * Password(on the <input> element)Click on the ""YES ADD THIS ORDER"" button in order confirmation pageModal pop displayed with Email address and password fieldView source code Verify PII attribute is added to below fields in add  orderaccount form     * Password filed(on the <input> element)     * Email ID(on the <input> element)PII attribute is added to below fields     * Password(on the <input> element)     * Email ID(on the <input> element) NOTE: Refer VFDP-24980 for more detailsVerify PII attribute is added to below fields in Order review and  confirmation pages     * First Name(on the <input> element)     * Last Name(on the <input> element)     * Street Address(on the <input> element)     * Apartment/Unit/Suite(on the <input> element)     * Email(on the <input> element)     * Phone(on the <input> element)     * Credit cardPII attribute is added to below fields     * First Name(on the <input> element)     * Last Name(on the <input> element)     * Street Address(on the <input> element)     * Apartment/Unit/Suite(on the <input> element)     * Email(on the <input> element)     * Phone(on the <input> element)     * Credit card"
108,"Connect to the ""LEE"" site using the URL (qa.lee.com)The site should be connected and the Homepage should be displayedTap on Hamburger and verify it expands or not - Level 1  Hamburger should get expanded and main categories should be displayed -  Level 1Tap on main category(like mens, womens, kids etc) - Level 2  Main category should get expanded for respective tapped category and sub  categories should get displayed - Level 2 Tap on the sub category of expanded main category. - Level 3  Sub Category should get expanded and sub-links should be displayed - level  3Click on sub-links and verify it is navigating to respective pageSub links should navigate to respective pageNavigate to PLP page and repeat step 4,5,6 and 7    * Hamburger should get expanded     * Main category should get expanded for tapped respective category and       sub categories should get displayed     * Sub Category should get expanded and sub-links should be displayed     * Sub links should navigate to respective pageNavigate to PDP page and repeat step 4,5,6 and 7    * Hamburger should get expanded     * Main category should get expanded for tapped respective category and       sub categories should get displayed     * Sub Category should get expanded and sub-links should be displayed     * Sub links should navigate to respective pageAdd product to cart and navigate to full cart page and repeat step 4,5,6  and 7    * Hamburger should get expanded     * Main category should get expanded for tapped respective category and       sub categories should get displayed     * Sub Category should get expanded and sub-links should be displayed     * Sub links should navigate to respective pagePlace order and repeat step 4,5,6 and 7 in order confirmation page    * Hamburger should get expanded     * Main category should get expanded for tapped respective category and       sub categories should get displayed     * Sub Category should get expanded and sub-links should be displayed     * Sub links should navigate to respective pageTo validate hamburger levels across all pages as a CustomernanConnect to the ""LEE"" site using the URL (qa.lee.com)The site should be connected and the Homepage should be displayedLogin with valid credentialsUser should be logged into site and navigated to ""My Accounts: Profile""Repeat the Step from 2 to 9nan"
109,"Connect to the ""LEE"" site using the URL (qa.lee.com)The site should be connected and the Homepage should be displayedAdd a product to cart  with 1 Quantity and click on ""Cart(x)"" link Verify the tax value in full cart pageFull cart page should be displayed with the added product Tax should be set as zero or blank in full cart pageClick on ""PROCEED TO CHECKOUT"" button""SHIPPING INFORMATION"" page should be displayedEnter valid shipping address and select a ""Ground"" shipping method Address details should be filled and shipping method should get selected  without any error Login to Cybersource <https://ebctest.cybersource.com/ebctest/login/Login.do>  with valid  credentialsCybersource home page should be displayed with  ""Transaction Search"" field  on the left side tab Click on ""Transaction Search"" field""General Search"" should be dispalyed Click on ""General Search""""General Search"" page should be open with below Options: 1. Search for a field and a value 2. Search for an application or transaction type 3. Search for a reply Search Range: 1. Date Range View Options: 1.Results per page 2. Sort order ""Search"" buttonSelect  2. Search for an application or transaction type and click on  ""Search"" button""Transaction Search Results"" page should be open with all cybersource call  logsCheck for ""Applications"" columnFor this order ""Shipping Address Verification"" call should be logged ""Tax Calculation"" call should not be Present  Switch to LEE site and click on ""Continue to Billing"" buttonBillling  page should  be displayed  Verify the tax amount displayed in billing pageNow in Cybersource - Refresh the """"Transaction Search Results"" PageFor this order - Now one ""Tax Calculation"" call should be loggedClick on the ""Request Id"" link for the same ""Tax Calculation"" call""Tax Calculation"" details page should be openCheck for the line item tax and total tax amount  in cybersourceTax amount shown in first line item should be matching with the tax amount  shown in LEE site Billing page  Note : Total Tax Amount - Line Item Tax + Shipping Tax Other than TNF and Vans, for remaining brands tax amount will be included  for free shipping method Don't raise defect if tax amount is getting calculated for free shipping  method.Refer VFDP-31184 for more details. Switch to LEE site and navigate back to full cart pageFull cart page should be displayed with quantity as ""1""Click on Quantity dropdown arrow and change the quantity from ""1"" to ""2""Quantity should get changed to ""2"" and  order total should be updated from  order summary sectionClick on ""Continue to Billing"" buttonBillling  page should  be displayed  Verify the tax amount is updated in billing pageNow in Cybersource - Refresh the """"Transaction Search Results"" PageFor this order - New  ""Tax Calculation"" call entry should be loggedClick on the ""Request Id"" link for the same ""Tax Calculation"" call""Tax Calculation"" details page should be openCheck for the line item tax and total tax amount  in cybersourceTax amount shown in first line item should be matching with the tax amount  shown in LEE site Billing page  Note : Total Tax Amount - Line Item Tax + Shipping Tax "
110,"Connect to the ""LEE"" site using the URL (qa.lee.com)The site should be connected and the Homepage should be displayedAdd a apparel product to cart  and click on ""Cart(x)"" link Verify the tax value in full cart pageFull cart page should be displayed with the added product Tax should be set as zero or blank in full cart pageClick on ""PROCEED TO CHECKOUT"" button""SHIPPING INFORMATION"" page should be displayedEnter valid shipping address and select a ""Express"" shipping method Address details should be filled and shipping method should get selected  without any error Login to Cybersource <https://ebctest.cybersource.com/ebctest/login/Login.do>  with valid  credentialsCybersource home page should be displayed with  ""Transaction Search"" field  on the left side tab Click on ""Transaction Search"" field""General Search"" should be dispalyed Click on ""General Search""""General Search"" page should be open with below Options: 1. Search for a field and a value 2. Search for an application or transaction type 3. Search for a reply Search Range: 1. Date Range View Options: 1.Results per page 2. Sort order ""Search"" buttonSelect  2. Search for an application or transaction type and click on  ""Search"" button""Transaction Search Results"" page should be open with all cybersource call  logsCheck for ""Applications"" columnFor this order ""Shipping Address Verification"" call should be logged ""Tax Calculation"" call should not be Present  Switch to LEE site and click on ""Continue to Billing"" buttonBillling  page should  be displayed  Verify the tax amount displayed in billing pageNow in Cybersource - Refresh the """"Transaction Search Results"" PageFor this order - Now one ""Tax Calculation"" call should be loggedClick on the ""Request Id"" link for the same ""Tax Calculation"" call""Tax Calculation"" details page should be openCheck for the line item tax and total tax amount in cyber sourceTax amount shown in first line item should be matching with the tax amount  shown in LEE site Billing page  Note : Total Tax Amount - Line Item Tax + Shipping Tax LEE Site - Add one footwear and one accessory product to cart  and click on  ""Cart(x)"" link Verify the tax value in full cart pageFull cart page should be displayed with all the products in it Tax should be same as in first products billing page Click on ""PROCEED TO CHECKOUT"" button""SHIPPING INFORMATION"" page should be displayedDo not change any values and click on ""Continue to Billing"" buttonBillling  page should  be displayed  Verify the tax amount is updated in billing pageIn Cybersource - Refresh the """"Transaction Search Results"" PageFor this order - New ""Tax Calculations"" call entry should be displayedClick on the ""Request Id"" link for the latest ""Tax Calculation"" call of  this order""Tax Calculation"" details page should be openCheck for the line item tax and total tax amount in cyber sourceSum of Tax amount shown in 1st line item,3rdline item and 5th line item  should be matching with the tax amount shown in TNF site Billing page  Note : Total Tax Amount - Line Item Tax + Shipping Tax Switch to LEE site and navigate back to full cart pageFull cart page should be displayedDelete a accessory product from cart Product should get deletedClick on ""Apply a promocode"" , Enter a valid promocode and click on ""Apply""  buttonPromo code should get applied successfully and the order total should be  updated from order summary section Click on ""Continue to Billing"" buttonBillling  page should  be displayed  Verify the tax amount is updated in billing pageNow in Cybersource - Refresh the """"Transaction Search Results"" PageFor this order - New  ""Tax Calculation"" call entry should be loggedClick on the ""Request Id"" link for the same ""Tax Calculation"" call""Tax Calculation"" details page should be openCheck for the line item tax and total tax amount  in cybersourceSum of Tax amount shown in 1st line item,3rd line item should be matching  with the tax amount shown in LEE site Billing page  Note : Total Tax Amount - Line Item Tax + Shipping Tax "
111,"Connect to the ""lee"" site using the URL (qa.lee.com)The site should be connected and the Homepage should be displayedAdd a product to cart  and click on ""Cart(x)"" link Verify the tax value in full cart pageFull cart page should be displayed with the added product Tax should be set as zero or blank in full cart pageClick on ""PROCEED TO CHECKOUT"" button""SHIPPING INFORMATION"" page should be displayedEnter valid shipping address and select a ""ground"" shipping method Address details should be filled and shipping method should get selected  without any error Login to Cybersource <https://ebctest.cybersource.com/ebctest/login/Login.do>  with valid  credentialsCybersource home page should be displayed with  ""Transaction Search"" field  on the left side tab Click on ""Transaction Search"" field""General Search"" should be dispalyed Click on ""General Search""""General Search"" page should be open with below Options: 1. Search for a field and a value 2. Search for an application or transaction type 3. Search for a reply Search Range: 1. Date Range View Options: 1.Results per page 2. Sort order ""Search"" buttonSelect  2. Search for an application or transaction type and click on  ""Search"" button""Transaction Search Results"" page should be open with all cybersource call  logsCheck for ""Applications"" columnFor this order ""Shipping Address Verification"" call should be logged ""Tax Calculation"" call should not be Present  Switch to LEE site and click on ""Continue to Billing"" buttonBillling  page should  be displayed  Verify the tax amount displayed in billing pageNow in Cybersource - Refresh the """"Transaction Search Results"" PageFor this order - Now one ""Tax Calculation"" call should be loggedClick on the ""Request Id"" link for the same ""Tax Calculation"" call""Tax Calculation"" details page should be openCheck for the line item tax and total tax amount in cyber sourceTax amount shown in first line item should be matching with the tax amount  shown in LEE site Billing page  Note : Total Tax Amount - Line Item Tax + Shipping Tax Go back to ""lee"" and change shipping method for the already added product  in cart and proceed to billing pageShipping method should be changed and billing page should be displayedIn Cybersource - Refresh the """"Transaction Search Results"" PageFor this order - New ""Tax Calculations"" call entry should be displayedClick on the ""Request Id"" link for the latest ""Tax Calculation"" call of  this order""Tax Calculation"" details page should be openCheck for the line item tax and total tax amount in cybersourceTax amount shown in first line item should be matching with the tax amount  shown in LEE site Billing page  Note : Total Tax Amount - Line Item Tax + Shipping Tax "
112,"Connect to the ""lee"" site using the URL (qa.lee.com)The site should be connected and the Homepage should be displayedAdd a product to cart  and click on ""Cart(x)"" link Verify the tax value in full cart page.Full cart page should be displayed with the added product Tax should be set as zero or blank in full cart pageClick on ""PROCEED TO CHECKOUT"" button""SHIPPING INFORMATION"" page should be displayedEnter valid shipping address and select a ""Ground ($5.95)"" shipping method Address details should be filled and shipping method should get selected  without any error Login to Cybersource <https://ebctest.cybersource.com/ebctest/login/Login.do>  with valid  credentialsCybersource home page should be displayed with  ""Transaction Search"" field  on the left side tab Click on ""Transaction Search"" field""General Search"" should be dispalyed Click on ""General Search""""General Search"" page should be open with below Options: 1. Search for a field and a value 2. Search for an application or transaction type 3. Search for a reply Search Range: 1. Date Range View Options: 1.Results per page 2. Sort order ""Search"" buttonSelect  2. Search for an application or transaction type and click on  ""Search"" button""Transaction Search Results"" page should be open with all cybersource call  logsCheck for ""Applications"" columnFor this order ""Shipping Address Verification"" call should be logged ""Tax Calculation"" call should not be Present  Switch to LEE site and click on ""Continue to Billing"" buttonBillling  page should  be displayed  Verify the tax amount displayed in billing pageNow in Cybersource - Refresh the """"Transaction Search Results"" PageFor this order - Now one ""Tax Calculation"" call should be loggedClick on the ""Request Id"" link for the same ""Tax Calculation"" call""Tax Calculation"" details page should be openCheck for the line item tax and total tax amount in cybersourceTax amount shown in first line item should be matching with the tax amount  shown in LEE site Billing page  Note : Total Tax Amount - Line Item Tax + Shipping Tax LEE Site - navigate back to shipping pageShipping page should be displayedChange address line1 with same city, state and zipcode  and click on  ""Continue to Billing"" buttonBillling  page should  be displayed  Verify the tax amount displayed in billing page is same as beforeIn Cybersource - Refresh the """"Transaction Search Results"" PageFor this order - No new ""Tax Calculations"" call entry should be logged one new  ""Shipping Address Verification"" call should be loggedLEE Site - navigate back to shipping pageShipping page should be displayed Change complete address  and click on ""Continue to Billing"" buttonBillling  page should  be displayed  Verify the tax amount is updated in billing pageIn Cybersource - Refresh the """"Transaction Search Results"" PageFor this order - New  ""Tax Calculations"" call entry should be logged and  one new  ""Shipping Address Verification"" call should be loggedClick on the ""Request Id"" link for the latest ""Tax Calculation"" call of  this order""Tax Calculation"" details page should be openCheck for the line item tax and total tax amount in cybersourceSum of Tax amount shown in first line item  should be matching with the tax  amount shown in LEE site Billing page  Note : Total Tax Amount - Line Item Tax + Shipping Tax "
113,"Connect to the ""lee"" site using the URL (qa.lee.com)The site should be connected and the Homepage should be displayedAdd a product to cart  and click on ""Cart(x)"" link Verify the tax value in full cart pageFull cart page should be displayed with the added product Tax should be set as zero or blank in full cart pageClick on ""PROCEED TO CHECKOUT"" button""SHIPPING INFORMATION"" page should be displayedEnter valid shipping address and select a ""Express shipping method  ($14.95)""Address details should be filled and shipping method should get selected  without any error Login to Cybersource <https://ebctest.cybersource.com/ebctest/login/Login.do>  with valid  credentialsCybersource home page should be displayed with  ""Transaction Search"" field  on the left side tab Click on ""Transaction Search"" field""General Search"" should be dispalyed Click on ""General Search""""General Search"" page should be open with below Options: 1. Search for a field and a value 2. Search for an application or transaction type 3. Search for a reply Search Range: 1. Date Range View Options: 1.Results per page 2. Sort order ""Search"" buttonSelect  2. Search for an application or transaction type and click on  ""Search"" button""Transaction Search Results"" page should be open with all cybersource call  logsCheck for ""Applications"" columnFor this order ""Shipping Address Verification"" call should be logged ""Tax Calculation"" call should not be Present  Switch to LEE site and click on ""Continue to Billing"" buttonBillling  page should  be displayed  Verify the tax amount displayed in billing pageNow in Cybersource - Refresh the """"Transaction Search Results"" PageFor this order - Now one ""Tax Calculation"" call should be loggedClick on the ""Request Id"" link for the same ""Tax Calculation"" call""Tax Calculation"" details page should be openCheck for the line item tax and total tax amount in cyber sourceTax amount shown in first line item should be matching with the tax amount  shown in LEE site Billing page  Note : Total Tax Amount - Line Item Tax + Shipping Tax LEE Site - Add one more product to cart  and click on ""Cart(x)"" link Verify the tax value in full cart pageFull cart page should be displayed with all the products in it Tax should be same as in first products billing page Click on ""PROCEED TO CHECKOUT"" button""SHIPPING INFORMATION"" page should be displayedChange Shipping address and Shipping method from ""Ground shipping method  ($5.95) to ""Express"" shipping method ($14.95)"" or vice-versaa and click on  ""Continue to Billing"" buttonBillling  page should  be displayed  Verify the tax amount displayed in billing pageIn Cybersource - Refresh the ""Transaction Search Results"" PageFor this order - New ""Tax Calculations"" call entry should be displayed and  one ""Shipping Address Verification"" call should be loggedClick on the ""Request Id"" link for the latest ""Tax Calculation"" call of  this order""Tax Calculation"" details page should be openCheck for the line item tax and total tax amount in cyber sourceSum of Tax amount shown in first line item and third line item  should be  matching with the tax amount shown in LEE site Billing page  Note : Total Tax Amount - Line Item Tax + Shipping Tax "
114,"Connect to the ""lee"" site using the URL (qa.lee.com)The site should be connected and the Homepage should be displayedAdd a product to cart  and click on ""Cart(x)"" link Verify the tax value in full cart pageFull cart page should be displayed with the added product Tax should be set as zero or blank in full cart pageClick on ""PROCEED TO CHECKOUT"" button""SHIPPING INFORMATION"" page should be displayedEnter valid shipping address and select a ""Ground shipping method ($5.95)"" Address details should be filled and shipping method should get selected  without any error Login to Cybersource <https://ebctest.cybersource.com/ebctest/login/Login.do>  with valid  credentialsCybersource home page should be displayed with  ""Transaction Search"" field  on the left side tab Click on ""Transaction Search"" field""General Search"" should be dispalyed Click on ""General Search""""General Search"" page should be open with below Options: 1. Search for a field and a value 2. Search for an application or transaction type 3. Search for a reply Search Range: 1. Date Range View Options: 1.Results per page 2. Sort order ""Search"" buttonSelect  2. Search for an application or transaction type and click on  ""Search"" button""Transaction Search Results"" page should be open with all cybersource call  logsCheck for ""Applications"" columnFor this order ""Shipping Address Verification"" call should be logged and  ""Tax Calculation"" call should be Present  Switch to LEE site and click on ""Continue to Billing"" buttonBillling  page should  be displayed  Verify the tax amount displayed in billing pageNow in Cybersource - Refresh the """"Transaction Search Results"" PageFor this order - Now one more ""Tax Calculation"" call should be loggedClick on the ""Request Id"" link for the same ""Tax Calculation"" call""Tax Calculation"" details page should be openCheck for the line item tax and total tax amount in cyber sourceTax amount shown in first line item should be matching with the tax amount  shown in LEE site Billing page  Note : Total Tax Amount - Line Item Tax + Shipping Tax LEE Site - Navigate back to PLP page, do not add any product and click on  Cart(x) linkFull cart page should be displayed  Click on ""PROCEED TO CHECKOUT"" button""SHIPPING INFORMATION"" page should be displayedDo not change any values and click on ""Continue to Billing"" buttonBillling  page should  be displayed  Verify the tax amount displayed in billing pageIn Cybersource - Refresh the """"Transaction Search Results"" PageFor this order - more than two ""Tax Calculations"" call entry should be  displayed"
115,"Connect to the ""LEE"" site using the URL (qa.lee.com)The site should be connected and the Homepage should be displayedLogin into the site with proper credentialsUser should be logged into site and navigated to ""My Accounts: Profile""Add 2 products to cart and click on ""Cart(x)"" linkFull cart page should be displayed with all the products in itClick on ""PROCEED TO CHECKOUT"" buttonUser should be directed to Shipping Page with below details:  1. Select Shipping address /enter new address 2. Shipping Method options(Select any) 3. ""Continue to Billing"" button 4. Order summary detailsVerify the details in ""SHIPPING METHOD"" section in ""SHIPPING INFORMATION""  page""SHIPPING METHOD"" should display below details:     * Standard - radio button     * Express - radio buttonEnter PO Box Address of Alaska/Puerto Rico/Hawaii Shipping address /enter  new address""SHIPPING METHOD"" should be changed as below  Only one Shipping method should be displayed as Ground $5.95  Click on ""Continue To Billing""User should be directed to Review & Pay Page with below details :  1. Payment Information : Credit card/Paypal radio buttons 2. PromoCodeAdd credit card detailsCredit card details should be entered successfullyClick on ""PLACE ORDER"" buttonOrder should be placed successfully and user should receive order  submission email"
116,"Connect to the ""Lee"" site using the URL (qa.lee.com)The site should be connected and the Homepage should be displayedLogin into the site with proper credentialsUser should be logged into site and navigated to ""My Accounts: Profile""Add 2 products to cart and click on ""Cart(x)"" linkFull cart page should be displayed with all the products in itClick on ""PROCEED TO CHECKOUT"" buttonUser should be directed to Shipping Page with below details:  1. Select Shipping address /enter new address 2. Shipping Method options(Select any) 3. ""Continue to Billing"" button 4. Order summary detailsVerify the details in ""SHIPPING METHOD"" section in ""SHIPPING INFORMATION""  page""SHIPPING METHOD"" should display below details:     * Standard - radio button     * Express - radio buttonEnter PO Box Address of California/Newyork (Non Alaska/Puerto Rico/Hawaii)  Shipping address /enter new address""SHIPPING METHOD"" should be changed as below Ground $5.95Click on ""Continue To Billing""User should be directed to Review & Pay Page with below details : 1. Payment Information : Credit card/Paypal radio buttons 2. PromoCodeAdd credit card detailsCredit card details should be entered successfullyClick on ""PLACE ORDER"" buttonOrder should be placed successfully and user should receive order  submission email"
117,"Open Lee home page using URL (qa.lee.com)Lee home page should be displayedLogin into the site with proper credentialsUser should be logged into site and navigated to ""My Accounts: Profile""Add a product to shopping bagProduct should be added to shopping bag successfullyContinue to shipping pageShipping page should be openType PO box address in shipping page and Select 'Express' shipping and  continue to billing pageAfter clicking on ""continue to billing"" button page should refresh and  address should be changed to ""PO Box""  and shipping method as ""Ground$5.95""  Click Place order buttonOrder confirmation should display PObox address and Shipping type as  'Ground'."
